||CHANNELNAMES||	"Abs-R110"
596.867469879518 0.00330433305054874
598.875502008032 0.00664118621132781
600.883534136546 0.00358556511388114
602.89156626506 0.00459115206582471
604.899598393574 0.00486266198626517
606.907630522088 0.00225576061380477
608.915662650602 9.35569503438996E-05
610.923694779116 0.00124781088697297
612.93172690763 0.00344302908956601
614.939759036145 0.00149304899716002
616.947791164659 0.00522099928877851
618.955823293173 -0.0017935758339219
620.963855421687 -9.34393651505875E-05
622.971887550201 0.00259256545344879
624.979919678715 0.00439114487834662
626.987951807229 0.00136928960245977
628.995983935743 0.00788947674615642
631.004016064257 0.00656344224363146
633.012048192771 0.00222568602679688
635.020080321285 -0.000184589794933756
637.028112449799 0.00279554154699963
639.036144578313 0.00435927747587149
641.044176706827 0.00305367412507591
643.052208835341 -0.00114273331470618
645.060240963855 0.0026336020644544
647.06827309237 0.00060858491519205
649.076305220884 0.00416871220162474
651.084337349398 0.0011623103709025
653.092369477912 0.0046690007889887
655.100401606426 -0.000224454288810467
657.10843373494 0.00466466550694599
659.116465863454 0.00162157458143329
661.124497991968 0.00576459855188294
663.132530120482 0.00236756136569312
665.140562248996 -0.00143781757509919
667.14859437751 0.000315942714278237
669.156626506024 -0.000181610635930658
671.164658634538 0.00266228075590195
673.172690763052 -0.00132968477933885
675.180722891566 -0.00782289332273265
677.18875502008 0.00115879341294033
679.196787148594 0.00130677449930796
681.204819277109 0.00335310541266414
683.212851405623 -0.00078720045444898
685.220883534137 0.0031414443207521
687.228915662651 0.00301571072327955
689.236947791165 0.00227222154067952
691.244979919679 0.00277246713307596
693.253012048193 0.00722247564039931
695.261044176707 0.00688165166531548
697.269076305221 0.00367881657350518
699.277108433735 0.00467357268354328
701.285140562249 -0.00157272029838828
703.293172690763 0.00318781823840569
705.301204819277 0.00598646913231437
707.309236947791 -0.000256679134304923
709.317269076305 -0.00139149309307706
711.325301204819 -0.000773297178338428
713.333333333333 0.000821288220221922
715.341365461847 0.00529876396207
717.349397590361 -0.000362922434325043
719.357429718875 0.00275394166028875
721.36546184739 -0.00620246041642378
723.373493975904 0.00089530771174076
725.381526104418 0.00396636541136417
727.389558232932 -0.00533012430867693
729.397590361446 0.000315175654155906
731.40562248996 0.00343512473161253
733.413654618474 -0.00129576244570057
735.421686746988 0.00148283624339494
737.429718875502 0.00102596662797561
739.437751004016 -0.00346043426836647
741.44578313253 0.000150967117411724
743.453815261044 0.00161347161967444
745.461847389558 -0.000369999522715246
747.469879518072 0.000569344178879372
749.477911646586 -0.00106473293578396
751.4859437751 -0.000164940672817243
753.493975903614 0.00257192345711784
755.502008032129 0.00430457213913417
757.510040160643 -0.00191337219492724
759.518072289157 0.000296623887472341
761.526104417671 -0.00257841136333244
763.534136546185 0.00104789537150821
