||CHANNELNAMES||	"PL-RB"
723.373493975904 0.179143847683929
725.381526104418 0.19475591193093
727.389558232932 0.187272006652598
729.397590361446 0.184711070712347
731.40562248996 0.180691811313425
733.413654618474 0.18307473623947
735.421686746988 0.170086694898388
737.429718875502 0.158712234405831
739.437751004016 0.167615338497332
741.44578313253 0.162161960120575
743.453815261044 0.142025572014864
745.461847389558 0.145516428407529
747.469879518072 0.152291537751102
749.477911646586 0.143087303825586
751.4859437751 0.133185152399654
753.493975903614 0.129122973866342
755.502008032129 0.130883143690711
757.510040160643 0.120424799869159
759.518072289157 0.110965646599396
761.526104417671 0.106489808895844
763.534136546185 0.109402785251531
765.542168674699 0.101591274473275
767.550200803213 0.0891551927764309
769.558232931727 0.0839722666887357
771.566265060241 0.0956173192896221
773.574297188755 0.0780629166165758
775.582329317269 0.083314822119282
777.590361445783 0.0663062141285267
779.598393574297 0.0681987589445679
781.606425702811 0.0666139609739054
783.614457831325 0.0564923939384867
785.622489959839 0.0473059182201483
787.630522088353 0.0568268445226855
789.638554216868 0.0461105470505598
791.646586345382 0.0455078416856271
793.654618473896 0.0423727354572312
795.66265060241 0.040873094814364
797.670682730924 0.0268380966821762
799.678714859438 0.0298044166311255
801.686746987952 0.0325610775964944
803.694779116466 0.0332948651697289
805.70281124498 0.0250981788729325
807.710843373494 0.0275430839431747
809.718875502008 0.0229913255143767
811.726907630522 0.00837114904744647
813.734939759036 0.00271186010414841
815.74297188755 -0.000694627776940739
817.751004016064 0.0125681936431549
819.759036144578 0.00843807600980512
821.767068273092 0.00541238359089032
823.775100401606 0.00728970428422389
825.783132530121 0.00673775466068379
827.791164658635 0.00474046055763338
829.799196787149 0.00668724542755568
831.807228915663 -0.0109496101828718
833.815261044177 -0.00700959360738754
835.823293172691 0.000987660181411912
837.831325301205 0.011538528308407
839.839357429719 0.00195238439457462
841.847389558233 -0.00424824195463738
843.855421686747 0.00199997770558702
845.863453815261 -0.0058737582791644
847.871485943775 -0.00415038310189158
849.879518072289 -0.00240817737372428
851.887550200803 -0.00220142132470731
853.895582329317 0.00351633810782262
855.903614457831 -0.000365562588577634
857.911646586345 -0.00110814009195901
859.919678714859 0.00144973038494438
861.927710843373 -0.00252071201822405
863.935742971888 0.00795436120155546
865.943775100402 -0.00563338628025725
867.951807228916 0.00232106612302087
869.95983935743 -0.00284505974784929
871.967871485944 -0.00137729137756713
873.975903614458 0.000852841319322201
875.983935742972 0.000358313822221999
877.991967871486 0.00692934390519818
880 -0.00256622448255797
