||CHANNELNAMES||	"PL-R110"
695.261044176707 0.18237679530092
697.269076305221 0.167602198236952
699.277108433735 0.158091865881799
701.285140562249 0.155416490119357
703.293172690763 0.156579358472626
705.301204819277 0.151106155503842
707.309236947791 0.140087119357266
709.317269076305 0.1350118663907
711.325301204819 0.131408347781342
713.333333333333 0.126817212318503
715.341365461847 0.13073984404584
717.349397590361 0.123632021766563
719.357429718875 0.109428433369582
721.36546184739 0.108405116687954
723.373493975904 0.106874109645952
725.381526104418 0.102736984813551
727.389558232932 0.0911759002502877
729.397590361446 0.0845809975914322
731.40562248996 0.0879711347653196
733.413654618474 0.0864069562577385
735.421686746988 0.0669760617975431
737.429718875502 0.0801416905959006
739.437751004016 0.066199196801147
741.44578313253 0.0584881913637171
743.453815261044 0.0696521221160604
745.461847389558 0.0494461458058393
747.469879518072 0.0531929901371716
749.477911646586 0.0462848617668581
751.4859437751 0.0404489480490372
753.493975903614 0.0553090774160244
755.502008032129 0.0464353686922374
757.510040160643 0.0304782128593058
759.518072289157 0.0423531388292989
761.526104417671 0.0233142458705119
763.534136546185 0.0319756843597732
765.542168674699 0.0291132595301733
767.550200803213 0.0266991097300778
769.558232931727 0.0224668110716938
771.566265060241 0.0216358996153623
773.574297188755 0.0221085844599343
775.582329317269 0.00855832541671231
777.590361445783 0.0197039249150926
779.598393574297 0.0198591942731085
781.606425702811 0.0206909006421512
783.614457831325 0.0120805567301154
785.622489959839 0.012735563574708
787.630522088353 0.0106816648852355
789.638554216868 0.00824342558779736
791.646586345382 0.016061942485329
793.654618473896 -0.000798281479162834
795.66265060241 0.00409215650109823
797.670682730924 0.0118235252013196
799.678714859438 0.00285314882770656
801.686746987952 -0.000126488875665375
803.694779116466 0.0088909019536389
805.70281124498 0.00563414922474619
807.710843373494 -0.000463879855762182
809.718875502008 -0.00563364641660961
811.726907630522 0.00359545641650868
813.734939759036 -0.00970480891398907
815.74297188755 -0.00600787821893592
817.751004016064 -0.00380179915479408
819.759036144578 -3.33161377995597E-05
821.767068273092 0.000860310077702749
823.775100401606 -0.00725788147547334
825.783132530121 0.00633039159333671
827.791164658635 -3.6564000154625E-05
829.799196787149 -0.00187802013860171
831.807228915663 -0.00786993086795922
833.815261044177 0.0153511873666481
835.823293172691 -0.00209931065724664
837.831325301205 0.00754004946214012
839.839357429719 -0.00552463470586419
841.847389558233 0.00839014768448753
843.855421686747 -0.00578058237531951
845.863453815261 -0.00221325152813244
847.871485943775 0.00725386391796016
849.879518072289 -0.00509902834120219
851.887550200803 -0.00468535014293534
853.895582329317 -0.002502976245212
855.903614457831 -0.00465111290393937
857.911646586345 0.00899053296235115
